slot_name,unique_id,x,y,z,qx,qy,qz,qw
B02/RackSlot4,[41083164592251],24.685,22.386,0.768,0.000,0.000,0.000,1.000
B02/RackSlot9,[41087459559547],24.685,23.247,1.482,0.000,0.000,0.000,1.000
B02/RackSlot5,[41091754526843],25.458,23.247,0.023,0.000,0.000,1.000,-0.000
B02/RackSlot14,[41096049494139],25.354,22.386,1.482,0.000,0.000,1.000,-0.000
B02/RackSlot16,[41100344461435],25.354,22.386,2.224,0.000,0.000,1.000,-0.000
B02/RackSlot3,[41104639428731],24.685,23.247,0.768,0.000,0.000,0.000,1.000
B02/RackSlot11,[41108934396027],24.685,23.247,2.224,0.000,0.000,0.000,1.000
B02/RackSlot10,[41113229363323],24.685,22.386,1.482,0.000,0.000,0.000,1.000
B02/RackSlot12,[41117524330619],24.685,22.386,2.224,0.000,0.000,0.000,1.000
B02/RackSlot2,[41121819297915],24.583,22.386,0.023,0.000,0.000,0.000,1.000
B02/RackSlot13,[41126114265211],25.354,23.247,1.482,0.000,0.000,1.000,-0.000
B01/RackSlot15,[41151884068987],25.354,25.480,2.224,0.000,0.000,1.000,-0.000
B01/RackSlot1,[41156179036283],24.583,25.480,0.023,0.000,0.000,0.000,1.000
B01/RackSlot11,[41160474003579],24.685,25.480,2.224,0.000,0.000,0.000,1.000
B01/RackSlot4,[41164768970875],24.685,24.619,0.768,0.000,0.000,0.000,1.000
B01/RackSlot2,[41169063938171],24.583,24.619,0.023,0.000,0.000,0.000,1.000
B01/RackSlot10,[41173358905467],24.685,24.619,1.482,0.000,0.000,0.000,1.000
B01/RackSlot7,[41177653872763],25.354,25.480,0.768,0.000,0.000,1.000,-0.000
B01/RackSlot14,[41181948840059],25.354,24.619,1.482,0.000,0.000,1.000,-0.000
B01/RackSlot8,[41186243807355],25.354,24.619,0.768,0.000,0.000,1.000,-0.000
B01/RackSlot3,[41190538774651],24.685,25.480,0.768,0.000,0.000,0.000,1.000
B01/RackSlot16,[41194833741947],25.354,24.619,2.224,0.000,0.000,1.000,-0.000
B01/RackSlot5,[41199128709243],25.458,25.480,0.023,0.000,0.000,1.000,-0.000
B01/RackSlot9,[41203423676539],24.685,25.480,1.482,0.000,0.000,0.000,1.000
B01/RackSlot13,[41207718643835],25.354,25.480,1.482,0.000,0.000,1.000,-0.000
B01/RackSlot6,[41212013611131],25.458,24.619,0.023,0.000,0.000,1.000,-0.000
B01/RackSlot12,[41216308578427],24.685,24.619,2.224,0.000,0.000,0.000,1.000
K02/RackSlot6,[41220603545723],8.630,5.458,0.023,0.000,0.000,0.707,-0.707
K02/RackSlot15,[41224898513019],7.769,5.354,2.224,0.000,0.000,0.707,-0.707
K02/RackSlot7,[41229193480315],7.769,5.354,0.768,0.000,0.000,0.707,-0.707
K02/RackSlot8,[41233488447611],8.630,5.354,0.768,0.000,0.000,0.707,-0.707
K02/RackSlot1,[41237783414907],7.769,4.583,0.023,0.000,0.000,0.707,0.707
K02/RackSlot4,[41242078382203],8.630,4.685,0.768,0.000,0.000,0.707,0.707
K02/RackSlot9,[41246373349499],7.769,4.685,1.482,0.000,0.000,0.707,0.707
K02/RackSlot5,[41250668316795],7.769,5.458,0.023,0.000,0.000,0.707,-0.707
K02/RackSlot14,[41254963284091],8.630,5.354,1.482,0.000,0.000,0.707,-0.707
K02/RackSlot16,[41259258251387],8.630,5.354,2.224,0.000,0.000,0.707,-0.707
K02/RackSlot3,[41263553218683],7.769,4.685,0.768,0.000,0.000,0.707,0.707
K02/RackSlot11,[41267848185979],7.769,4.685,2.224,0.000,0.000,0.707,0.707
K02/RackSlot10,[41272143153275],8.630,4.685,1.482,0.000,0.000,0.707,0.707
K02/RackSlot12,[41276438120571],8.630,4.685,2.224,0.000,0.000,0.707,0.707
K02/RackSlot2,[41280733087867],8.630,4.583,0.023,0.000,0.000,0.707,0.707
K02/RackSlot13,[41285028055163],7.769,5.354,1.482,0.000,0.000,0.707,-0.707
K01/RackSlot15,[41310797858939],5.536,5.354,2.224,0.000,0.000,0.707,-0.707
K01/RackSlot1,[41315092826235],5.536,4.583,0.023,0.000,0.000,0.707,0.707
K01/RackSlot11,[41319387793531],5.536,4.685,2.224,0.000,0.000,0.707,0.707
K01/RackSlot4,[41323682760827],6.397,4.685,0.768,0.000,0.000,0.707,0.707
K01/RackSlot2,[41327977728123],6.397,4.583,0.023,0.000,0.000,0.707,0.707
K01/RackSlot10,[41332272695419],6.397,4.685,1.482,0.000,0.000,0.707,0.707
K01/RackSlot7,[41336567662715],5.536,5.354,0.768,0.000,0.000,0.707,-0.707
K01/RackSlot14,[41340862630011],6.397,5.354,1.482,0.000,0.000,0.707,-0.707
K01/RackSlot8,[41345157597307],6.397,5.354,0.768,0.000,0.000,0.707,-0.707
K01/RackSlot3,[41349452564603],5.536,4.685,0.768,0.000,0.000,0.707,0.707
K01/RackSlot16,[41353747531899],6.397,5.354,2.224,0.000,0.000,0.707,-0.707
K01/RackSlot5,[41358042499195],5.536,5.458,0.023,0.000,0.000,0.707,-0.707
K01/RackSlot9,[41362337466491],5.536,4.685,1.482,0.000,0.000,0.707,0.707
K01/RackSlot13,[41366632433787],5.536,5.354,1.482,0.000,0.000,0.707,-0.707
K01/RackSlot6,[41370927401083],6.397,5.458,0.023,0.000,0.000,0.707,-0.707
K01/RackSlot12,[41375222368379],6.397,4.685,2.224,0.000,0.000,0.707,0.707
I02/RackSlot6,[41379517335675],20.458,3.370,0.023,0.000,0.000,1.000,-0.000
I02/RackSlot15,[41383812302971],20.354,4.231,2.224,0.000,0.000,1.000,-0.000
I02/RackSlot7,[41388107270267],20.354,4.231,0.768,0.000,0.000,1.000,-0.000
I02/RackSlot8,[41392402237563],20.354,3.370,0.768,0.000,0.000,1.000,-0.000
I02/RackSlot1,[41396697204859],19.583,4.231,0.023,0.000,0.000,0.000,1.000
I02/RackSlot4,[41400992172155],19.685,3.370,0.768,0.000,0.000,0.000,1.000
I02/RackSlot9,[41405287139451],19.685,4.231,1.482,0.000,0.000,0.000,1.000
I02/RackSlot5,[41409582106747],20.458,4.231,0.023,0.000,0.000,1.000,-0.000
I02/RackSlot14,[41413877074043],20.354,3.370,1.482,0.000,0.000,1.000,-0.000
I02/RackSlot16,[41418172041339],20.354,3.370,2.224,0.000,0.000,1.000,-0.000
I02/RackSlot3,[41422467008635],19.685,4.231,0.768,0.000,0.000,0.000,1.000
I02/RackSlot11,[41426761975931],19.685,4.231,2.224,0.000,0.000,0.000,1.000
I02/RackSlot10,[41431056943227],19.685,3.370,1.482,0.000,0.000,0.000,1.000
I02/RackSlot12,[41435351910523],19.685,3.370,2.224,0.000,0.000,0.000,1.000
I02/RackSlot2,[41439646877819],19.583,3.370,0.023,0.000,0.000,0.000,1.000
I02/RackSlot13,[41443941845115],20.354,4.231,1.482,0.000,0.000,1.000,-0.000
I01/RackSlot15,[41469711648891],20.354,6.464,2.224,0.000,0.000,1.000,-0.000
I01/RackSlot1,[41474006616187],19.583,6.464,0.023,0.000,0.000,0.000,1.000
I01/RackSlot11,[41478301583483],19.685,6.464,2.224,0.000,0.000,0.000,1.000
I01/RackSlot4,[41482596550779],19.685,5.603,0.768,0.000,0.000,0.000,1.000
I01/RackSlot2,[41486891518075],19.583,5.603,0.023,0.000,0.000,0.000,1.000
I01/RackSlot10,[41491186485371],19.685,5.603,1.482,0.000,0.000,0.000,1.000
I01/RackSlot7,[41495481452667],20.354,6.464,0.768,0.000,0.000,1.000,-0.000
I01/RackSlot14,[41499776419963],20.354,5.603,1.482,0.000,0.000,1.000,-0.000
I01/RackSlot8,[41504071387259],20.354,5.603,0.768,0.000,0.000,1.000,-0.000
I01/RackSlot3,[41508366354555],19.685,6.464,0.768,0.000,0.000,0.000,1.000
I01/RackSlot16,[41512661321851],20.354,5.603,2.224,0.000,0.000,1.000,-0.000
I01/RackSlot5,[41516956289147],20.458,6.464,0.023,0.000,0.000,1.000,-0.000
I01/RackSlot9,[41521251256443],19.685,6.464,1.482,0.000,0.000,0.000,1.000
I01/RackSlot13,[41525546223739],20.354,6.464,1.482,0.000,0.000,1.000,-0.000
I01/RackSlot6,[41529841191035],20.458,5.603,0.023,0.000,0.000,1.000,-0.000
I01/RackSlot12,[41534136158331],19.685,5.603,2.224,0.000,0.000,0.000,1.000
F10/RackSlot6,[41538431125627],26.951,30.207,0.023,0.000,0.000,0.707,-0.707
F10/RackSlot15,[41542726092923],26.090,30.104,2.224,0.000,0.000,0.707,-0.707
F10/RackSlot7,[41547021060219],26.090,30.104,0.768,0.000,0.000,0.707,-0.707
F10/RackSlot8,[41551316027515],26.951,30.104,0.768,0.000,0.000,0.707,-0.707
F10/RackSlot1,[41555610994811],26.090,29.333,0.023,0.000,0.000,0.707,0.707
F10/RackSlot4,[41559905962107],26.951,29.435,0.768,0.000,0.000,0.707,0.707
F10/RackSlot9,[41564200929403],26.090,29.435,1.482,0.000,0.000,0.707,0.707
F10/RackSlot5,[41568495896699],26.090,30.207,0.023,0.000,0.000,0.707,-0.707
F10/RackSlot14,[41572790863995],26.951,30.104,1.482,0.000,0.000,0.707,-0.707
F10/RackSlot16,[41577085831291],26.951,30.104,2.224,0.000,0.000,0.707,-0.707
F10/RackSlot3,[41581380798587],26.090,29.435,0.768,0.000,0.000,0.707,0.707
F10/RackSlot11,[41585675765883],26.090,29.435,2.224,0.000,0.000,0.707,0.707
F10/RackSlot10,[41589970733179],26.951,29.435,1.482,0.000,0.000,0.707,0.707
F10/RackSlot12,[41594265700475],26.951,29.435,2.224,0.000,0.000,0.707,0.707
F10/RackSlot2,[41598560667771],26.951,29.333,0.023,0.000,0.000,0.707,0.707
F10/RackSlot13,[41602855635067],26.090,30.104,1.482,0.000,0.000,0.707,-0.707
F09/RackSlot15,[41628625438843],23.857,30.104,2.224,0.000,0.000,0.707,-0.707
F09/RackSlot1,[41632920406139],23.857,29.333,0.023,0.000,0.000,0.707,0.707
F09/RackSlot11,[41637215373435],23.857,29.435,2.224,0.000,0.000,0.707,0.707
F09/RackSlot4,[41641510340731],24.718,29.435,0.768,0.000,0.000,0.707,0.707
F09/RackSlot2,[41645805308027],24.718,29.333,0.023,0.000,0.000,0.707,0.707
F09/RackSlot10,[41650100275323],24.718,29.435,1.482,0.000,0.000,0.707,0.707
F09/RackSlot7,[41654395242619],23.857,30.104,0.768,0.000,0.000,0.707,-0.707
F09/RackSlot14,[41658690209915],24.718,30.104,1.482,0.000,0.000,0.707,-0.707
F09/RackSlot8,[41662985177211],24.718,30.104,0.768,0.000,0.000,0.707,-0.707
F09/RackSlot3,[41667280144507],23.857,29.435,0.768,0.000,0.000,0.707,0.707
F09/RackSlot16,[41671575111803],24.718,30.104,2.224,0.000,0.000,0.707,-0.707
F09/RackSlot5,[41675870079099],23.857,30.207,0.023,0.000,0.000,0.707,-0.707
F09/RackSlot9,[41680165046395],23.857,29.435,1.482,0.000,0.000,0.707,0.707
F09/RackSlot13,[41684460013691],23.857,30.104,1.482,0.000,0.000,0.707,-0.707
F09/RackSlot6,[41688754980987],24.718,30.207,0.023,0.000,0.000,0.707,-0.707
F09/RackSlot12,[41693049948283],24.718,29.435,2.224,0.000,0.000,0.707,0.707
F06/RackSlot6,[41697344915579],17.942,30.207,0.023,0.000,0.000,0.707,-0.707
F06/RackSlot15,[41701639882875],17.081,30.104,2.224,0.000,0.000,0.707,-0.707
F06/RackSlot7,[41705934850171],17.081,30.104,0.768,0.000,0.000,0.707,-0.707
F06/RackSlot8,[41710229817467],17.942,30.104,0.768,0.000,0.000,0.707,-0.707
F06/RackSlot1,[41714524784763],17.081,29.333,0.023,0.000,0.000,0.707,0.707
F06/RackSlot4,[41718819752059],17.942,29.435,0.768,0.000,0.000,0.707,0.707
F06/RackSlot9,[41723114719355],17.081,29.435,1.482,0.000,0.000,0.707,0.707
F06/RackSlot5,[41727409686651],17.081,30.207,0.023,0.000,0.000,0.707,-0.707
F06/RackSlot14,[41731704653947],17.942,30.104,1.482,0.000,0.000,0.707,-0.707
F06/RackSlot16,[41735999621243],17.942,30.104,2.224,0.000,0.000,0.707,-0.707
F06/RackSlot3,[41740294588539],17.081,29.435,0.768,0.000,0.000,0.707,0.707
F06/RackSlot11,[41744589555835],17.081,29.435,2.224,0.000,0.000,0.707,0.707
F06/RackSlot10,[41748884523131],17.942,29.435,1.482,0.000,0.000,0.707,0.707
F06/RackSlot12,[41753179490427],17.942,29.435,2.224,0.000,0.000,0.707,0.707
F06/RackSlot2,[41757474457723],17.942,29.333,0.023,0.000,0.000,0.707,0.707
F06/RackSlot13,[41761769425019],17.081,30.104,1.482,0.000,0.000,0.707,-0.707
F05/RackSlot15,[41787539228795],14.848,30.104,2.224,0.000,0.000,0.707,-0.707
F05/RackSlot1,[41791834196091],14.848,29.333,0.023,0.000,0.000,0.707,0.707
F05/RackSlot11,[41796129163387],14.848,29.435,2.224,0.000,0.000,0.707,0.707
F05/RackSlot4,[41800424130683],15.709,29.435,0.768,0.000,0.000,0.707,0.707
F05/RackSlot2,[41804719097979],15.709,29.333,0.023,0.000,0.000,0.707,0.707
F05/RackSlot10,[41809014065275],15.709,29.435,1.482,0.000,0.000,0.707,0.707
F05/RackSlot7,[41813309032571],14.848,30.104,0.768,0.000,0.000,0.707,-0.707
F05/RackSlot14,[41817603999867],15.709,30.104,1.482,0.000,0.000,0.707,-0.707
F05/RackSlot8,[41821898967163],15.709,30.104,0.768,0.000,0.000,0.707,-0.707
F05/RackSlot3,[41826193934459],14.848,29.435,0.768,0.000,0.000,0.707,0.707
F05/RackSlot16,[41830488901755],15.709,30.104,2.224,0.000,0.000,0.707,-0.707
F05/RackSlot5,[41834783869051],14.848,30.207,0.023,0.000,0.000,0.707,-0.707
F05/RackSlot9,[41839078836347],14.848,29.435,1.482,0.000,0.000,0.707,0.707
F05/RackSlot13,[41843373803643],14.848,30.104,1.482,0.000,0.000,0.707,-0.707
F05/RackSlot6,[41847668770939],15.709,30.207,0.023,0.000,0.000,0.707,-0.707
F05/RackSlot12,[41851963738235],15.709,29.435,2.224,0.000,0.000,0.707,0.707
F04/RackSlot6,[41856258705531],13.439,30.207,0.023,0.000,0.000,0.707,-0.707
F04/RackSlot15,[41860553672827],12.578,30.104,2.224,0.000,0.000,0.707,-0.707
F04/RackSlot7,[41864848640123],12.578,30.104,0.768,0.000,0.000,0.707,-0.707
F04/RackSlot8,[41869143607419],13.439,30.104,0.768,0.000,0.000,0.707,-0.707
F04/RackSlot1,[41873438574715],12.578,29.333,0.023,0.000,0.000,0.707,0.707
F04/RackSlot4,[41877733542011],13.439,29.435,0.768,0.000,0.000,0.707,0.707
F04/RackSlot9,[41882028509307],12.578,29.435,1.482,0.000,0.000,0.707,0.707
F04/RackSlot5,[41886323476603],12.578,30.207,0.023,0.000,0.000,0.707,-0.707
F04/RackSlot14,[41890618443899],13.439,30.104,1.482,0.000,0.000,0.707,-0.707
F04/RackSlot16,[41894913411195],13.439,30.104,2.224,0.000,0.000,0.707,-0.707
F04/RackSlot3,[41899208378491],12.578,29.435,0.768,0.000,0.000,0.707,0.707
F04/RackSlot11,[41903503345787],12.578,29.435,2.224,0.000,0.000,0.707,0.707
F04/RackSlot10,[41907798313083],13.439,29.435,1.482,0.000,0.000,0.707,0.707
F04/RackSlot12,[41912093280379],13.439,29.435,2.224,0.000,0.000,0.707,0.707
F04/RackSlot2,[41916388247675],13.439,29.333,0.023,0.000,0.000,0.707,0.707
F04/RackSlot13,[41920683214971],12.578,30.104,1.482,0.000,0.000,0.707,-0.707
F03/RackSlot15,[41946453018747],10.344,30.104,2.224,0.000,0.000,0.707,-0.707
F03/RackSlot1,[41950747986043],10.344,29.333,0.023,0.000,0.000,0.707,0.707
F03/RackSlot11,[41955042953339],10.344,29.435,2.224,0.000,0.000,0.707,0.707
F03/RackSlot4,[41959337920635],11.205,29.435,0.768,0.000,0.000,0.707,0.707
F03/RackSlot2,[41963632887931],11.205,29.333,0.023,0.000,0.000,0.707,0.707
F03/RackSlot10,[41967927855227],11.205,29.435,1.482,0.000,0.000,0.707,0.707
F03/RackSlot7,[41972222822523],10.344,30.104,0.768,0.000,0.000,0.707,-0.707
F03/RackSlot14,[41976517789819],11.205,30.104,1.482,0.000,0.000,0.707,-0.707
F03/RackSlot8,[41980812757115],11.205,30.104,0.768,0.000,0.000,0.707,-0.707
F03/RackSlot3,[41985107724411],10.344,29.435,0.768,0.000,0.000,0.707,0.707
F03/RackSlot16,[41989402691707],11.205,30.104,2.224,0.000,0.000,0.707,-0.707
F03/RackSlot5,[41993697659003],10.344,30.207,0.023,0.000,0.000,0.707,-0.707
F03/RackSlot9,[41997992626299],10.344,29.435,1.482,0.000,0.000,0.707,0.707
F03/RackSlot13,[42002287593595],10.344,30.104,1.482,0.000,0.000,0.707,-0.707
F03/RackSlot6,[42006582560891],11.205,30.207,0.023,0.000,0.000,0.707,-0.707
F03/RackSlot12,[42010877528187],11.205,29.435,2.224,0.000,0.000,0.707,0.707
F02/RackSlot6,[42015172495483],8.932,30.207,0.023,0.000,0.000,0.707,-0.707
F02/RackSlot15,[42019467462779],8.071,30.104,2.224,0.000,0.000,0.707,-0.707
F02/RackSlot7,[42023762430075],8.071,30.104,0.768,0.000,0.000,0.707,-0.707
F02/RackSlot8,[42028057397371],8.932,30.104,0.768,0.000,0.000,0.707,-0.707
F02/RackSlot1,[42032352364667],8.071,29.333,0.023,0.000,0.000,0.707,0.707
F02/RackSlot4,[42036647331963],8.932,29.435,0.768,0.000,0.000,0.707,0.707
F02/RackSlot9,[42040942299259],8.071,29.435,1.482,0.000,0.000,0.707,0.707
F02/RackSlot5,[42045237266555],8.071,30.207,0.023,0.000,0.000,0.707,-0.707
F02/RackSlot14,[42049532233851],8.932,30.104,1.482,0.000,0.000,0.707,-0.707
F02/RackSlot16,[42053827201147],8.932,30.104,2.224,0.000,0.000,0.707,-0.707
F02/RackSlot3,[42058122168443],8.071,29.435,0.768,0.000,0.000,0.707,0.707
F02/RackSlot11,[42062417135739],8.071,29.435,2.224,0.000,0.000,0.707,0.707
F02/RackSlot10,[42066712103035],8.932,29.435,1.482,0.000,0.000,0.707,0.707
F02/RackSlot12,[42071007070331],8.932,29.435,2.224,0.000,0.000,0.707,0.707
F02/RackSlot2,[42075302037627],8.932,29.333,0.023,0.000,0.000,0.707,0.707
F02/RackSlot13,[42079597004923],8.071,30.104,1.482,0.000,0.000,0.707,-0.707
F01/RackSlot15,[42105366808699],5.838,30.104,2.224,0.000,0.000,0.707,-0.707
F01/RackSlot1,[42109661775995],5.838,29.333,0.023,0.000,0.000,0.707,0.707
F01/RackSlot11,[42113956743291],5.838,29.435,2.224,0.000,0.000,0.707,0.707
F01/RackSlot4,[42118251710587],6.699,29.435,0.768,0.000,0.000,0.707,0.707
F01/RackSlot2,[42122546677883],6.699,29.333,0.023,0.000,0.000,0.707,0.707
F01/RackSlot10,[42126841645179],6.699,29.435,1.482,0.000,0.000,0.707,0.707
F01/RackSlot7,[42131136612475],5.838,30.104,0.768,0.000,0.000,0.707,-0.707
F01/RackSlot14,[42135431579771],6.699,30.104,1.482,0.000,0.000,0.707,-0.707
F01/RackSlot8,[42139726547067],6.699,30.104,0.768,0.000,0.000,0.707,-0.707
F01/RackSlot3,[42144021514363],5.838,29.435,0.768,0.000,0.000,0.707,0.707
F01/RackSlot16,[42148316481659],6.699,30.104,2.224,0.000,0.000,0.707,-0.707
F01/RackSlot5,[42152611448955],5.838,30.207,0.023,0.000,0.000,0.707,-0.707
F01/RackSlot9,[42156906416251],5.838,29.435,1.482,0.000,0.000,0.707,0.707
F01/RackSlot13,[42161201383547],5.838,30.104,1.482,0.000,0.000,0.707,-0.707
F01/RackSlot6,[42165496350843],6.699,30.207,0.023,0.000,0.000,0.707,-0.707
F01/RackSlot12,[42169791318139],6.699,29.435,2.224,0.000,0.000,0.707,0.707
F08/RackSlot6,[42174086285435],22.448,30.207,0.023,0.000,0.000,0.707,-0.707
F08/RackSlot15,[42178381252731],21.587,30.104,2.224,0.000,0.000,0.707,-0.707
F08/RackSlot7,[42182676220027],21.587,30.104,0.768,0.000,0.000,0.707,-0.707
F08/RackSlot8,[42186971187323],22.448,30.104,0.768,0.000,0.000,0.707,-0.707
F08/RackSlot1,[42191266154619],21.587,29.333,0.023,0.000,0.000,0.707,0.707
F08/RackSlot4,[42195561121915],22.448,29.435,0.768,0.000,0.000,0.707,0.707
F08/RackSlot9,[42199856089211],21.587,29.435,1.482,0.000,0.000,0.707,0.707
F08/RackSlot5,[42204151056507],21.587,30.207,0.023,0.000,0.000,0.707,-0.707
F08/RackSlot14,[42208446023803],22.448,30.104,1.482,0.000,0.000,0.707,-0.707
F08/RackSlot16,[42212740991099],22.448,30.104,2.224,0.000,0.000,0.707,-0.707
F08/RackSlot3,[42217035958395],21.587,29.435,0.768,0.000,0.000,0.707,0.707
F08/RackSlot11,[42221330925691],21.587,29.435,2.224,0.000,0.000,0.707,0.707
F08/RackSlot10,[42225625892987],22.448,29.435,1.482,0.000,0.000,0.707,0.707
F08/RackSlot12,[42229920860283],22.448,29.435,2.224,0.000,0.000,0.707,0.707
F08/RackSlot2,[42234215827579],22.448,29.333,0.023,0.000,0.000,0.707,0.707
F08/RackSlot13,[42238510794875],21.587,30.104,1.482,0.000,0.000,0.707,-0.707
F07/RackSlot15,[42264280598651],19.354,30.104,2.224,0.000,0.000,0.707,-0.707
F07/RackSlot1,[42268575565947],19.354,29.333,0.023,0.000,0.000,0.707,0.707
F07/RackSlot11,[42272870533243],19.354,29.435,2.224,0.000,0.000,0.707,0.707
F07/RackSlot4,[42277165500539],20.215,29.435,0.768,0.000,0.000,0.707,0.707
F07/RackSlot2,[42281460467835],20.215,29.333,0.023,0.000,0.000,0.707,0.707
F07/RackSlot10,[42285755435131],20.215,29.435,1.482,0.000,0.000,0.707,0.707
F07/RackSlot7,[42290050402427],19.354,30.104,0.768,0.000,0.000,0.707,-0.707
F07/RackSlot14,[42294345369723],20.215,30.104,1.482,0.000,0.000,0.707,-0.707
F07/RackSlot8,[42298640337019],20.215,30.104,0.768,0.000,0.000,0.707,-0.707
F07/RackSlot3,[42302935304315],19.354,29.435,0.768,0.000,0.000,0.707,0.707
F07/RackSlot16,[42307230271611],20.215,30.104,2.224,0.000,0.000,0.707,-0.707
F07/RackSlot5,[42311525238907],19.354,30.207,0.023,0.000,0.000,0.707,-0.707
F07/RackSlot9,[42315820206203],19.354,29.435,1.482,0.000,0.000,0.707,0.707
F07/RackSlot13,[42320115173499],19.354,30.104,1.482,0.000,0.000,0.707,-0.707
F07/RackSlot6,[42324410140795],20.215,30.207,0.023,0.000,0.000,0.707,-0.707
F07/RackSlot12,[42328705108091],20.215,29.435,2.224,0.000,0.000,0.707,0.707
